cidades,id,uf
Santana do Ipanema,1736,AL
Santana do Mundaú,1737,AL
São Brás,1738,AL
São José da Laje,1739,AL
São José da Tapera,1740,AL
São Luís do Quitunde,1741,AL
São Miguel dos Campos,1742,AL
São Miguel dos Milagres,1743,AL
São Sebastião,1744,AL
Satuba,1745,AL
Senador Rui Palmeira,1746,AL
Tanque d Arca,1747,AL
Taquarana,1748,AL
Teotônio Vilela,1749,AL
Traipu,1750,AL
União dos Palmares,1751,AL
Viçosa,1752,AL
Amparo de São Francisco,1753,SE
Aquidabã,1754,SE
Aracaju,1755,SE
Arauá,1756,SE
Areia Branca,1757,SE
Barra dos Coqueiros,1758,SE
Boquim,1759,SE
Brejo Grande,1760,SE
Campo do Brito,1761,SE
Canhoba,1762,SE
Canindé de São Francisco,1763,SE
Capela,1764,SE
Carira,1765,SE
Carmópolis,1766,SE
Cedro de São João,1767,SE
Cristinápolis,1768,SE
Cumbe,1769,SE
Divina Pastora,1770,SE
Estância,1771,SE
Feira Nova,1772,SE
Frei Paulo,1773,SE
Gararu,1774,SE
General Maynard,1775,SE
Gracho Cardoso,1776,SE
Ilha das Flores,1777,SE
Indiaroba,1778,SE
Itabaiana,1779,SE
Itabaianinha,1780,SE
Itabi,1781,SE
Itaporanga d Ajuda,1782,SE
Japaratuba,1783,SE
Japoatã,1784,SE
Lagarto,1785,SE
Laranjeiras,1786,SE
Macambira,1787,SE
Malhada dos Bois,1788,SE
Malhador,1789,SE
Maruim,1790,SE
Moita Bonita,1791,SE
Monte Alegre de Sergipe,1792,SE
Muribeca,1793,SE
Neópolis,1794,SE
Nossa Senhora Aparecida,1795,SE
Nossa Senhora da Glória,1796,SE
Nossa Senhora das Dores,1797,SE
Nossa Senhora de Lourdes,1798,SE
Nossa Senhora do Socorro,1799,SE
Pacatuba,1800,SE
Pedra Mole,1801,SE
Pedrinhas,1802,SE
Pinhão,1803,SE
Pirambu,1804,SE
Poço Redondo,1805,SE
Poço Verde,1806,SE
Porto da Folha,1807,SE
Propriá,1808,SE
Riachão do Dantas,1809,SE
Riachuelo,1810,SE
Ribeirópolis,1811,SE
Rosário do Catete,1812,SE
Salgado,1813,SE
Santa Luzia do Itanhy,1814,SE
Santa Rosa de Lima,1815,SE
Santana do São Francisco,1816,SE
Santo Amaro das Brotas,1817,SE
São Cristóvão,1818,SE
São Domingos,1819,SE
São Francisco,1820,SE
São Miguel do Aleixo,1821,SE
Simão Dias,1822,SE
Siriri,1823,SE
Telha,1824,SE
Tobias Barreto,1825,SE
Tomar do Geru,1826,SE
Umbaúba,1827,SE
Abaíra,1828,BA
Abaré,1829,BA
Acajutiba,1830,BA
Adustina,1831,BA
Água Fria,1832,BA
Aiquara,1833,BA
Alagoinhas,1834,BA
Alcobaça,1835,BA
Almadina,1836,BA
Amargosa,1837,BA
Amélia Rodrigues,1838,BA
América Dourada,1839,BA
Anagé,1840,BA
Andaraí,1841,BA
Andorinha,1842,BA
Angical,1843,BA
Anguera,1844,BA
Antas,1845,BA
Antônio Cardoso,1846,BA
Antônio Gonçalves,1847,BA
Aporá,1848,BA
Apuarema,1849,BA
Araçás,1850,BA
Aracatu,1851,BA
Araci,1852,BA
Aramari,1853,BA
Arataca,1854,BA
Aratuípe,1855,BA
Aurelino Leal,1856,BA
Baianópolis,1857,BA
Baixa Grande,1858,BA
Banzaê,1859,BA
Barra,1860,BA
Barra da Estiva,1861,BA
Barra do Choça,1862,BA
Barra do Mendes,1863,BA
Barra do Rocha,1864,BA
Barreiras,1865,BA
Barro Alto,1866,BA
Barro Preto,1867,BA
Barrocas,1868,BA
Belmonte,1869,BA
Belo Campo,1870,BA
Biritinga,1871,BA
Boa Nova,1872,BA
Boa Vista do Tupim,1873,BA
Bom Jesus da Lapa,1874,BA
Bom Jesus da Serra,1875,BA
Boninal,1876,BA
Bonito,1877,BA
Boquira,1878,BA
Botuporã,1879,BA
Brejões,1880,BA
Brejolândia,1881,BA
Brotas de Macaúbas,1882,BA
Brumado,1883,BA
Buerarema,1884,BA
Buritirama,1885,BA
Caatiba,1886,BA
Cabaceiras do Paraguaçu,1887,BA
Cachoeira,1888,BA
Caculé,1889,BA
Caém,1890,BA
Caetanos,1891,BA
Caetité,1892,BA
Cafarnaum,1893,BA
Cairu,1894,BA
Caldeirão Grande,1895,BA
Camacan,1896,BA
Camaçari,1897,BA
Camamu,1898,BA
Campo Alegre de Lourdes,1899,BA
Campo Formoso,1900,BA
Canápolis,1901,BA
Canarana,1902,BA
Canavieiras,1903,BA
Candeal,1904,BA
Candeias,1905,BA
Candiba,1906,BA
Cândido Sales,1907,BA
Cansanção,1908,BA
Canudos,1909,BA
Capela do Alto Alegre,1910,BA
Capim Grosso,1911,BA
Caraíbas,1912,BA
Caravelas,1913,BA
Cardeal da Silva,1914,BA
Carinhanha,1915,BA
Casa Nova,1916,BA
Castro Alves,1917,BA
Catolândia,1918,BA
Catu,1919,BA
Caturama,1920,BA
Central,1921,BA
Chorrochó,1922,BA
Cícero Dantas,1923,BA
Cipó,1924,BA
Coaraci,1925,BA
Cocos,1926,BA
Conceição da Feira,1927,BA
Conceição do Almeida,1928,BA
Conceição do Coité,1929,BA
Conceição do Jacuípe,1930,BA
Conde,1931,BA
Condeúba,1932,BA
Contendas do Sincorá,1933,BA
Coração de Maria,1934,BA
Cordeiros,1935,BA
Coribe,1936,BA
Coronel João Sá,1937,BA
Correntina,1938,BA
Cotegipe,1939,BA
Cravolândia,1940,BA
Crisópolis,1941,BA
Cristópolis,1942,BA
Cruz das Almas,1943,BA
Curaçá,1944,BA
Dário Meira,1945,BA
Dias d Ávila,1946,BA
Dom Basílio,1947,BA
Dom Macedo Costa,1948,BA
Elísio Medrado,1949,BA
Encruzilhada,1950,BA
Entre Rios,1951,BA
Érico Cardoso,1952,BA
Esplanada,1953,BA
Euclides da Cunha,1954,BA
Eunápolis,1955,BA
Fátima,1956,BA
Feira da Mata,1957,BA
Feira de Santana,1958,BA
Filadélfia,1959,BA
Firmino Alves,1960,BA
Floresta Azul,1961,BA
Formosa do Rio Preto,1962,BA
Gandu,1963,BA
Gavião,1964,BA
Gentio do Ouro,1965,BA
Glória,1966,BA
Gongogi,1967,BA
Governador Mangabeira,1968,BA
Guajeru,1969,BA
Guanambi,1970,BA
Guaratinga,1971,BA
Heliópolis,1972,BA
Iaçu,1973,BA
Ibiassucê,1974,BA
Ibicaraí,1975,BA
Ibicoara,1976,BA
Ibicuí,1977,BA
Ibipeba,1978,BA
Ibipitanga,1979,BA
Ibiquera,1980,BA
Ibirapitanga,1981,BA
Ibirapuã,1982,BA
Ibirataia,1983,BA
Ibitiara,1984,BA
Ibititá,1985,BA
Ibotirama,1986,BA
Ichu,1987,BA
Igaporã,1988,BA
Igrapiúna,1989,BA
Iguaí,1990,BA
Ilhéus,1991,BA
Inhambupe,1992,BA
Ipecaetá,1993,BA
Ipiaú,1994,BA
Ipirá,1995,BA
Ipupiara,1996,BA
Irajuba,1997,BA
Iramaia,1998,BA
Iraquara,1999,BA
Irará,2000,BA
Irecê,2001,BA
Itabela,2002,BA
Itaberaba,2003,BA
Itabuna,2004,BA
Itacaré,2005,BA
Itaeté,2006,BA
Itagi,2007,BA
Itagibá,2008,BA
Itagimirim,2009,BA
Itaguaçu da Bahia,2010,BA
Itaju do Colônia,2011,BA
Itajuípe,2012,BA
Itamaraju,2013,BA
Itamari,2014,BA
Itambé,2015,BA
Itanagra,2016,BA
Itanhém,2017,BA
Itaparica,2018,BA
Itapé,2019,BA
Itapebi,2020,BA
Itapetinga,2021,BA
Itapicuru,2022,BA
Itapitanga,2023,BA
Itaquara,2024,BA
Itarantim,2025,BA
Itatim,2026,BA
Itiruçu,2027,BA
Itiúba,2028,BA
Itororó,2029,BA
Ituaçu,2030,BA
Ituberá,2031,BA
Iuiu,2032,BA
Jaborandi,2033,BA
Jacaraci,2034,BA
Jacobina,2035,BA
Jaguaquara,2036,BA
Jaguarari,2037,BA
Jaguaripe,2038,BA
Jandaíra,2039,BA
Jequié,2040,BA
Jeremoabo,2041,BA
Jiquiriçá,2042,BA
Jitaúna,2043,BA
João Dourado,2044,BA
Juazeiro,2045,BA
Jucuruçu,2046,BA
Jussara,2047,BA
Jussari,2048,BA
Jussiape,2049,BA
Lafaiete Coutinho,2050,BA
Lagoa Real,2051,BA
Laje,2052,BA
Lajedão,2053,BA
Lajedinho,2054,BA
Lajedo do Tabocal,2055,BA
Lamarão,2056,BA
Lapão,2057,BA
Lauro de Freitas,2058,BA
Lençóis,2059,BA
Licínio de Almeida,2060,BA
Livramento de Nossa Senhora,2061,BA
Luís Eduardo Magalhães,2062,BA
Macajuba,2063,BA
Macarani,2064,BA
Macaúbas,2065,BA
Macururé,2066,BA
Madre de Deus,2067,BA
Maetinga,2068,BA
Maiquinique,2069,BA
Mairi,2070,BA
Malhada,2071,BA
Malhada de Pedras,2072,BA
Manoel Vitorino,2073,BA
Mansidão,2074,BA
Maracás,2075,BA
Maragogipe,2076,BA
Maraú,2077,BA
Marcionílio Souza,2078,BA
Mascote,2079,BA
Mata de São João,2080,BA
Matina,2081,BA
Medeiros Neto,2082,BA
Miguel Calmon,2083,BA
Milagres,2084,BA
Mirangaba,2085,BA
Mirante,2086,BA
Monte Santo,2087,BA
Morpará,2088,BA
Morro do Chapéu,2089,BA
Mortugaba,2090,BA
Mucugê,2091,BA
Mucuri,2092,BA
Mulungu do Morro,2093,BA
Mundo Novo,2094,BA
Muniz Ferreira,2095,BA
Muquém do São Francisco,2096,BA
Muritiba,2097,BA
Mutuípe,2098,BA
Nazaré,2099,BA
Nilo Peçanha,2100,BA
Nordestina,2101,BA
Nova Canaã,2102,BA
Nova Fátima,2103,BA
Nova Ibiá,2104,BA
Nova Itarana,2105,BA
Nova Redenção,2106,BA
Nova Soure,2107,BA
Nova Viçosa,2108,BA
Novo Horizonte,2109,BA
Novo Triunfo,2110,BA
Olindina,2111,BA
Oliveira dos Brejinhos,2112,BA
Ouriçangas,2113,BA
Ourolândia,2114,BA
Palmas de Monte Alto,2115,BA
Palmeiras,2116,BA
Paramirim,2117,BA
Paratinga,2118,BA
Paripiranga,2119,BA
Pau Brasil,2120,BA
Paulo Afonso,2121,BA
Pé de Serra,2122,BA
Pedrão,2123,BA
Pedro Alexandre,2124,BA
Piatã,2125,BA
Pilão Arcado,2126,BA
Pindaí,2127,BA
Pindobaçu,2128,BA
Pintadas,2129,BA
Piraí do Norte,2130,BA
Piripá,2131,BA
Piritiba,2132,BA
Planaltino,2133,BA
Planalto,2134,BA
Poções,2135,BA
Pojuca,2136,BA
Ponto Novo,2137,BA
Porto Seguro,2138,BA
Potiraguá,2139,BA
Prado,2140,BA
Presidente Dutra,2141,BA
Presidente Jânio Quadros,2142,BA
Presidente Tancredo Neves,2143,BA
Queimadas,2144,BA
Quijingue,2145,BA
Quixabeira,2146,BA
Rafael Jambeiro,2147,BA
Remanso,2148,BA
Retirolândia,2149,BA
Riachão das Neves,2150,BA
Riachão do Jacuípe,2151,BA
Riacho de Santana,2152,BA
Ribeira do Amparo,2153,BA
Ribeira do Pombal,2154,BA
Ribeirão do Largo,2155,BA
Rio de Contas,2156,BA
Rio do Antônio,2157,BA
Rio do Pires,2158,BA
Rio Real,2159,BA
Rodelas,2160,BA
Ruy Barbosa,2161,BA
Salinas da Margarida,2162,BA
Salvador,2163,BA
Santa Bárbara,2164,BA
Santa Brígida,2165,BA
Santa Cruz Cabrália,2166,BA
Santa Cruz da Vitória,2167,BA
Santa Inês,2168,BA
Santa Luzia,2169,BA
Santa Maria da Vitória,2170,BA
Santa Rita de Cássia,2171,BA
Santa Terezinha,2172,BA
Santaluz,2173,BA
Santana,2174,BA
Santanópolis,2175,BA
Santo Amaro,2176,BA
Santo Antônio de Jesus,2177,BA
Santo Estêvão,2178,BA
São Desidério,2179,BA
São Domingos,2180,BA
São Felipe,2181,BA
São Félix,2182,BA
São Félix do Coribe,2183,BA
São Francisco do Conde,2184,BA
São Gabriel,2185,BA
São Gonçalo dos Campos,2186,BA
São José da Vitória,2187,BA
São José do Jacuípe,2188,BA
São Miguel das Matas,2189,BA
São Sebastião do Passé,2190,BA
Sapeaçu,2191,BA
Sátiro Dias,2192,BA
Saubara,2193,BA
Saúde,2194,BA
Seabra,2195,BA
Sebastião Laranjeiras,2196,BA
Senhor do Bonfim,2197,BA
Sento Sé,2198,BA
Serra do Ramalho,2199,BA
Serra Dourada,2200,BA
Serra Preta,2201,BA
Serrinha,2202,BA
Serrolândia,2203,BA
Simões Filho,2204,BA
Sítio do Mato,2205,BA
Sítio do Quinto,2206,BA
Sobradinho,2207,BA
Souto Soares,2208,BA
Tabocas do Brejo Velho,2209,BA
Tanhaçu,2210,BA
Tanque Novo,2211,BA
Tanquinho,2212,BA
Taperoá,2213,BA
Tapiramutá,2214,BA
Teixeira de Freitas,2215,BA
Teodoro Sampaio,2216,BA
Teofilândia,2217,BA
Teolândia,2218,BA
Terra Nova,2219,BA
Tremedal,2220,BA
Tucano,2221,BA
Uauá,2222,BA
Ubaíra,2223,BA
Ubaitaba,2224,BA
Ubatã,2225,BA
Uibaí,2226,BA
Umburanas,2227,BA
Una,2228,BA
Urandi,2229,BA
Uruçuca,2230,BA
Utinga,2231,BA
Valença,2232,BA
Valente,2233,BA
Várzea da Roça,2234,BA
Várzea do Poço,2235,BA
Várzea Nova,2236,BA
Varzedo,2237,BA
Vera Cruz,2238,BA
Vereda,2239,BA
Vitória da Conquista,2240,BA
Wagner,2241,BA
Wanderley,2242,BA
Wenceslau Guimarães,2243,BA
Xique-Xique,2244,BA
Abadia dos Dourados,2245,MG
Abaeté,2246,MG
Abre Campo,2247,MG
Acaiaca,2248,MG
Açucena,2249,MG
Água Boa,2250,MG
Água Comprida,2251,MG
Aguanil,2252,MG
Águas Formosas,2253,MG
Águas Vermelhas,2254,MG
Aimorés,2255,MG
Aiuruoca,2256,MG
Alagoa,2257,MG
Albertina,2258,MG
Além Paraíba,2259,MG
Alfenas,2260,MG
Alfredo Vasconcelos,2261,MG
Almenara,2262,MG
Alpercata,2263,MG
Alpinópolis,2264,MG
Alterosa,2265,MG
Alto Caparaó,2266,MG
Alto Jequitibá,2267,MG
Alto Rio Doce,2268,MG
Alvarenga,2269,MG
Alvinópolis,2270,MG
Alvorada de Minas,2271,MG
Amparo do Serra,2272,MG
Andradas,2273,MG
Andrelândia,2274,MG
Angelândia,2275,MG
Antônio Carlos,2276,MG
Antônio Dias,2277,MG
Antônio Prado de Minas,2278,MG
Araçaí,2279,MG
Aracitaba,2280,MG
Araçuaí,2281,MG
Araguari,2282,MG
Arantina,2283,MG
Araponga,2284,MG
Araporã,2285,MG
Arapuá,2286,MG
Araújos,2287,MG
Araxá,2288,MG
Arceburgo,2289,MG
Arcos,2290,MG
Areado,2291,MG
Argirita,2292,MG
Aricanduva,2293,MG
Arinos,2294,MG
Astolfo Dutra,2295,MG
Ataléia,2296,MG
Augusto de Lima,2297,MG
Baependi,2298,MG
Baldim,2299,MG
Bambuí,2300,MG
Bandeira,2301,MG
Bandeira do Sul,2302,MG
Barão de Cocais,2303,MG
Barão de Monte Alto,2304,MG
Barbacena,2305,MG
Barra Longa,2306,MG
Barroso,2307,MG
Bela Vista de Minas,2308,MG
Belmiro Braga,2309,MG
Belo Horizonte,2310,MG
Belo Oriente,2311,MG
Belo Vale,2312,MG
Berilo,2313,MG
Berizal,2314,MG
Bertópolis,2315,MG
Betim,2316,MG
Bias Fortes,2317,MG
Bicas,2318,MG
Biquinhas,2319,MG
Boa Esperança,2320,MG
Bocaina de Minas,2321,MG
Bocaiúva,2322,MG
Bom Despacho,2323,MG
Bom Jardim de Minas,2324,MG
Bom Jesus da Penha,2325,MG
Bom Jesus do Amparo,2326,MG
Bom Jesus do Galho,2327,MG
Bom Repouso,2328,MG
Bom Sucesso,2329,MG
Bonfim,2330,MG
Bonfinópolis de Minas,2331,MG
Bonito de Minas,2332,MG
Borda da Mata,2333,MG
Botelhos,2334,MG
Botumirim,2335,MG
Brás Pires,2336,MG
Brasilândia de Minas,2337,MG
Brasília de Minas,2338,MG
Braúnas,2339,MG
Brazópolis,2340,MG
Brumadinho,2341,MG
Bueno Brandão,2342,MG
Buenópolis,2343,MG
Bugre,2344,MG
Buritis,2345,MG
Buritizeiro,2346,MG
Cabeceira Grande,2347,MG
Cabo Verde,2348,MG
Cachoeira da Prata,2349,MG
Cachoeira de Minas,2350,MG
Cachoeira de Pajeú,2351,MG
Cachoeira Dourada,2352,MG
Caetanópolis,2353,MG
Caeté,2354,MG
Caiana,2355,MG
Cajuri,2356,MG
Caldas,2357,MG
Camacho,2358,MG
Camanducaia,2359,MG
Cambuí,2360,MG
Cambuquira,2361,MG
Campanário,2362,MG
Campanha,2363,MG
Campestre,2364,MG
Campina Verde,2365,MG
Campo Azul,2366,MG
Campo Belo,2367,MG
Campo do Meio,2368,MG
Campo Florido,2369,MG
Campos Altos,2370,MG
Campos Gerais,2371,MG
Cana Verde,2372,MG
Canaã,2373,MG
Canápolis,2374,MG
Candeias,2375,MG
Cantagalo,2376,MG
Caparaó,2377,MG
Capela Nova,2378,MG
Capelinha,2379,MG
Capetinga,2380,MG
Capim Branco,2381,MG
Capinópolis,2382,MG
Capitão Andrade,2383,MG
Capitão Enéas,2384,MG
Capitólio,2385,MG
Caputira,2386,MG
Caraí,2387,MG
Caranaíba,2388,MG
Carandaí,2389,MG
Carangola,2390,MG
Caratinga,2391,MG
Carbonita,2392,MG
Careaçu,2393,MG
Carlos Chagas,2394,MG
Carmésia,2395,MG
Carmo da Cachoeira,2396,MG
Carmo da Mata,2397,MG
Carmo de Minas,2398,MG
Carmo do Cajuru,2399,MG
Carmo do Paranaíba,2400,MG
Carmo do Rio Claro,2401,MG
Carmópolis de Minas,2402,MG
Carneirinho,2403,MG
Carrancas,2404,MG
Carvalhópolis,2405,MG
Carvalhos,2406,MG
Casa Grande,2407,MG
Cascalho Rico,2408,MG
Cássia,2409,MG
Cataguases,2410,MG
Catas Altas,2411,MG
Catas Altas da Noruega,2412,MG
Catuji,2413,MG
Catuti,2414,MG
Caxambu,2415,MG
Cedro do Abaeté,2416,MG
Central de Minas,2417,MG
Centralina,2418,MG
Chácara,2419,MG
Chalé,2420,MG
Chapada do Norte,2421,MG
Chapada Gaúcha,2422,MG
Chiador,2423,MG
Cipotânea,2424,MG
Claraval,2425,MG
Claro dos Poções,2426,MG
Cláudio,2427,MG
Coimbra,2428,MG
Coluna,2429,MG
Comendador Gomes,2430,MG
Comercinho,2431,MG
Conceição da Aparecida,2432,MG
Conceição da Barra de Minas,2433,MG
Conceição das Alagoas,2434,MG
Conceição das Pedras,2435,MG
Conceição de Ipanema,2436,MG
Conceição do Mato Dentro,2437,MG
Conceição do Pará,2438,MG
Conceição do Rio Verde,2439,MG
Conceição dos Ouros,2440,MG
Cônego Marinho,2441,MG
Confins,2442,MG
Congonhal,2443,MG
Congonhas,2444,MG
Congonhas do Norte,2445,MG
Conquista,2446,MG
Conselheiro Lafaiete,2447,MG
Conselheiro Pena,2448,MG
Consolação,2449,MG
Contagem,2450,MG
Coqueiral,2451,MG
Coração de Jesus,2452,MG
Cordisburgo,2453,MG
Cordislândia,2454,MG
Corinto,2455,MG
Coroaci,2456,MG
Coromandel,2457,MG
Coronel Fabriciano,2458,MG
Coronel Murta,2459,MG
Coronel Pacheco,2460,MG
Coronel Xavier Chaves,2461,MG
Córrego Danta,2462,MG
Córrego do Bom Jesus,2463,MG
Córrego Fundo,2464,MG
Córrego Novo,2465,MG
Couto de Magalhães de Minas,2466,MG
Crisólita,2467,MG
Cristais,2468,MG
Cristália,2469,MG
Cristiano Otoni,2470,MG
Cristina,2471,MG
Crucilândia,2472,MG
Cruzeiro da Fortaleza,2473,MG
Cruzília,2474,MG
Cuparaque,2475,MG
Curral de Dentro,2476,MG
Curvelo,2477,MG
Datas,2478,MG
Delfim Moreira,2479,MG
Delfinópolis,2480,MG
Delta,2481,MG
Descoberto,2482,MG
Desterro de Entre Rios,2483,MG
Desterro do Melo,2484,MG
Diamantina,2485,MG
Diogo de Vasconcelos,2486,MG
Dionísio,2487,MG
Divinésia,2488,MG
Divino,2489,MG
Divino das Laranjeiras,2490,MG
Divinolândia de Minas,2491,MG
Divinópolis,2492,MG
Divisa Alegre,2493,MG
Divisa Nova,2494,MG
Divisópolis,2495,MG
Dom Bosco,2496,MG
Dom Cavati,2497,MG
Dom Joaquim,2498,MG
Dom Silvério,2499,MG
Dom Viçoso,2500,MG
Dona Eusébia,2501,MG
Dores de Campos,2502,MG
Dores de Guanhães,2503,MG
Dores do Indaiá,2504,MG
Dores do Turvo,2505,MG
Doresópolis,2506,MG
Douradoquara,2507,MG
Durandé,2508,MG
Elói Mendes,2509,MG
Engenheiro Caldas,2510,MG
Engenheiro Navarro,2511,MG
Entre Folhas,2512,MG
Entre Rios de Minas,2513,MG
Ervália,2514,MG
Esmeraldas,2515,MG
Espera Feliz,2516,MG
Espinosa,2517,MG
Espírito Santo do Dourado,2518,MG
Estiva,2519,MG
Estrela Dalva,2520,MG
Estrela do Indaiá,2521,MG
Estrela do Sul,2522,MG
Eugenópolis,2523,MG
Ewbank da Câmara,2524,MG
Extrema,2525,MG
Fama,2526,MG
Faria Lemos,2527,MG
Felício dos Santos,2528,MG
Felisburgo,2529,MG
Felixlândia,2530,MG
Fernandes Tourinho,2531,MG
Ferros,2532,MG
Fervedouro,2533,MG
Florestal,2534,MG
Formiga,2535,MG
Formoso,2536,MG
Fortaleza de Minas,2537,MG
Fortuna de Minas,2538,MG
Francisco Badaró,2539,MG
Francisco Dumont,2540,MG
Francisco Sá,2541,MG
Franciscópolis,2542,MG
Frei Gaspar,2543,MG
Frei Inocêncio,2544,MG
Frei Lagonegro,2545,MG
Fronteira,2546,MG
Fronteira dos Vales,2547,MG
Fruta de Leite,2548,MG
Frutal,2549,MG
Funilândia,2550,MG
Galiléia,2551,MG
Gameleiras,2552,MG
Glaucilândia,2553,MG
Goiabeira,2554,MG
Goianá,2555,MG
Gonçalves,2556,MG
Gonzaga,2557,MG
Gouveia,2558,MG
Governador Valadares,2559,MG
Grão Mogol,2560,MG
Grupiara,2561,MG
Guanhães,2562,MG
Guapé,2563,MG
Guaraciaba,2564,MG
Guaraciama,2565,MG
Guaranésia,2566,MG
Guarani,2567,MG
Guarará,2568,MG
Guarda-Mor,2569,MG
Guaxupé,2570,MG
Guidoval,2571,MG
Guimarânia,2572,MG
Guiricema,2573,MG
Gurinhatã,2574,MG
Heliodora,2575,MG
Iapu,2576,MG
Ibertioga,2577,MG
Ibiá,2578,MG
Ibiaí,2579,MG
Ibiracatu,2580,MG
Ibiraci,2581,MG
Ibirité,2582,MG
Ibitiúra de Minas,2583,MG
Ibituruna,2584,MG
Icaraí de Minas,2585,MG
Igarapé,2586,MG
Igaratinga,2587,MG
Iguatama,2588,MG
Ijaci,2589,MG
Ilicínea,2590,MG
Imbé de Minas,2591,MG
Inconfidentes,2592,MG
Indaiabira,2593,MG
Indianópolis,2594,MG
Ingaí,2595,MG
Inhapim,2596,MG
Inhaúma,2597,MG
Inimutaba,2598,MG
Ipaba,2599,MG
Ipanema,2600,MG
Ipatinga,2601,MG
Ipiaçu,2602,MG
Ipuiúna,2603,MG
Iraí de Minas,2604,MG
Itabira,2605,MG
Itabirinha,2606,MG
Itabirito,2607,MG
Itacambira,2608,MG
Itacarambi,2609,MG
Itaguara,2610,MG
Itaipé,2611,MG
Itajubá,2612,MG
Itamarandiba,2613,MG
Itamarati de Minas,2614,MG
Itambacuri,2615,MG
Itambé do Mato Dentro,2616,MG
Itamogi,2617,MG
Itamonte,2618,MG
Itanhandu,2619,MG
Itanhomi,2620,MG
Itaobim,2621,MG
Itapagipe,2622,MG
Itapecerica,2623,MG
Itapeva,2624,MG
Itatiaiuçu,2625,MG
Itaú de Minas,2626,MG
Itaúna,2627,MG
Itaverava,2628,MG
Itinga,2629,MG
Itueta,2630,MG
Ituiutaba,2631,MG
Itumirim,2632,MG
Iturama,2633,MG
Itutinga,2634,MG
Jaboticatubas,2635,MG
Jacinto,2636,MG
Jacuí,2637,MG
Jacutinga,2638,MG
Jaguaraçu,2639,MG
Jaíba,2640,MG
Jampruca,2641,MG
Janaúba,2642,MG
Januária,2643,MG
Japaraíba,2644,MG
Japonvar,2645,MG
Jeceaba,2646,MG
Jenipapo de Minas,2647,MG
Jequeri,2648,MG
Jequitaí,2649,MG
Jequitibá,2650,MG
Jequitinhonha,2651,MG
Jesuânia,2652,MG
Joaíma,2653,MG
Joanésia,2654,MG
João Monlevade,2655,MG
João Pinheiro,2656,MG
Joaquim Felício,2657,MG
Jordânia,2658,MG
José Gonçalves de Minas,2659,MG
José Raydan,2660,MG
Josenópolis,2661,MG
Juatuba,2662,MG
Juiz de Fora,2663,MG
Juramento,2664,MG
Juruaia,2665,MG
Juvenília,2666,MG
Ladainha,2667,MG
Lagamar,2668,MG
Lagoa da Prata,2669,MG
Lagoa dos Patos,2670,MG
Lagoa Dourada,2671,MG
Lagoa Formosa,2672,MG
Lagoa Grande,2673,MG
Lagoa Santa,2674,MG
Lajinha,2675,MG
Lambari,2676,MG
Lamim,2677,MG
Laranjal,2678,MG
Lassance,2679,MG
Lavras,2680,MG
Leandro Ferreira,2681,MG
Leme do Prado,2682,MG
Leopoldina,2683,MG
Liberdade,2684,MG
Lima Duarte,2685,MG
Limeira do Oeste,2686,MG
Lontra,2687,MG
Luisburgo,2688,MG
Luislândia,2689,MG
Luminárias,2690,MG
Luz,2691,MG
Machacalis,2692,MG
Machado,2693,MG
Madre de Deus de Minas,2694,MG
Malacacheta,2695,MG
Mamonas,2696,MG
Manga,2697,MG
Manhuaçu,2698,MG
Manhumirim,2699,MG
Mantena,2700,MG
Mar de Espanha,2701,MG
Maravilhas,2702,MG
Maria da Fé,2703,MG
Mariana,2704,MG
Marilac,2705,MG
Mário Campos,2706,MG
Maripá de Minas,2707,MG
Marliéria,2708,MG
Marmelópolis,2709,MG
Martinho Campos,2710,MG
Martins Soares,2711,MG
Mata Verde,2712,MG
Materlândia,2713,MG
Mateus Leme,2714,MG
Mathias Lobato,2715,MG
Matias Barbosa,2716,MG
Matias Cardoso,2717,MG
Matipó,2718,MG
Mato Verde,2719,MG
Matozinhos,2720,MG
Matutina,2721,MG
Medeiros,2722,MG
Medina,2723,MG
Mendes Pimentel,2724,MG
Mercês,2725,MG
Mesquita,2726,MG
Minas Novas,2727,MG
Minduri,2728,MG
Mirabela,2729,MG
Miradouro,2730,MG
Miraí,2731,MG
Miravânia,2732,MG
Moeda,2733,MG
Moema,2734,MG
Monjolos,2735,MG
Monsenhor Paulo,2736,MG
Montalvânia,2737,MG
Monte Alegre de Minas,2738,MG
Monte Azul,2739,MG
Monte Belo,2740,MG
Monte Carmelo,2741,MG
Monte Formoso,2742,MG
Monte Santo de Minas,2743,MG
Monte Sião,2744,MG
Montes Claros,2745,MG
Montezuma,2746,MG
Morada Nova de Minas,2747,MG
Morro da Garça,2748,MG
Morro do Pilar,2749,MG
Munhoz,2750,MG
Muriaé,2751,MG
Mutum,2752,MG
Muzambinho,2753,MG
Nacip Raydan,2754,MG
Nanuque,2755,MG
Naque,2756,MG
Natalândia,2757,MG
Natércia,2758,MG
Nazareno,2759,MG
Nepomuceno,2760,MG
Ninheira,2761,MG
Nova Belém,2762,MG
Nova Era,2763,MG
Nova Lima,2764,MG
Nova Módica,2765,MG
Nova Ponte,2766,MG
Nova Porteirinha,2767,MG
Nova Resende,2768,MG
Nova Serrana,2769,MG
Nova União,2770,MG
Novo Cruzeiro,2771,MG
Novo Oriente de Minas,2772,MG
Novorizonte,2773,MG
Olaria,2774,MG
Olhos-d Água,2775,MG
Olímpio Noronha,2776,MG
